source file name , phase name , phase input files , phase output file , arch , tool, metric , unit
src/forward/Kernel/layer_norm.cu , fatbinary , /tmp/tmpxft_0006caec_00000000-42_layer_norm.sm_52.cubin /tmp/tmpxft_0006caec_00000000-10_layer_norm.ptx  , /tmp/tmpxft_0006caec_00000000-7_layer_norm.fatbin ,  , nvcc , 15.1680 , ms
src/forward/Kernel/layer_norm.cu , gcc (compiling) ,   , /tmp/tmpxft_0006caec_00000000-43_layer_norm.o , compute_52 , nvcc , 782.7530 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 4) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006caec_00000000-13_embedding.cpp4.ii ,  , nvcc , 185.0630 , ms
src/forward/Kernel/embedding.cu , cudafe++ , /tmp/tmpxft_0006caec_00000000-13_embedding.cpp4.ii  , /tmp/tmpxft_0006caec_00000000-14_embedding.cudafe1.cpp , compute_52 , nvcc , 951.7530 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 1) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006caec_00000000-44_embedding.cpp1.ii , compute_52 , nvcc , 144.7140 , ms
src/forward/Kernel/embedding.cu , cicc ,  /tmp/tmpxft_0006caec_00000000-44_embedding.cpp1.ii  , /tmp/tmpxft_0006caec_00000000-14_embedding.ptx , compute_52 , nvcc , 839.0060 , ms
src/forward/Kernel/embedding.cu , ptxas , /tmp/tmpxft_0006caec_00000000-14_embedding.ptx  , /tmp/tmpxft_0006caec_00000000-45_embedding.sm_52.cubin , sm_52 , nvcc , 107.3950 , ms
src/forward/Kernel/embedding.cu , fatbinary , /tmp/tmpxft_0006caec_00000000-45_embedding.sm_52.cubin /tmp/tmpxft_0006caec_00000000-14_embedding.ptx  , /tmp/tmpxft_0006caec_00000000-11_embedding.fatbin ,  , nvcc , 14.0420 , ms
src/forward/Kernel/embedding.cu , gcc (compiling) ,   , /tmp/tmpxft_0006caec_00000000-46_embedding.o , compute_52 , nvcc , 676.2450 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 4) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006caec_00000000-17_linear.cpp4.ii ,  , nvcc , 164.9260 , ms
src/forward/Kernel/linear.cu , cudafe++ , /tmp/tmpxft_0006caec_00000000-17_linear.cpp4.ii  , /tmp/tmpxft_0006caec_00000000-18_linear.cudafe1.cpp , compute_52 , nvcc , 766.4380 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 1) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006caec_00000000-47_linear.cpp1.ii , compute_52 , nvcc , 158.3120 , ms
src/forward/Kernel/linear.cu , cicc ,  /tmp/tmpxft_0006caec_00000000-47_linear.cpp1.ii  , /tmp/tmpxft_0006caec_00000000-18_linear.ptx , compute_52 , nvcc , 758.4920 , ms
src/forward/Kernel/linear.cu , ptxas , /tmp/tmpxft_0006caec_00000000-18_linear.ptx  , /tmp/tmpxft_0006caec_00000000-48_linear.sm_52.cubin , sm_52 , nvcc , 136.1580 , ms
src/forward/Kernel/linear.cu , fatbinary , /tmp/tmpxft_0006caec_00000000-48_linear.sm_52.cubin /tmp/tmpxft_0006caec_00000000-18_linear.ptx  , /tmp/tmpxft_0006caec_00000000-15_linear.fatbin ,  , nvcc , 15.5160 , ms
src/forward/Kernel/linear.cu , gcc (compiling) ,   , /tmp/tmpxft_0006caec_00000000-49_linear.o , compute_52 , nvcc , 671.4410 , ms
src/forward/Kernel/attention_head.cu , gcc (preprocessing 4) , src/forward/Kernel/attention_head.cu  , /tmp/tmpxft_0006caec_00000000-21_attention_head.cpp4.ii ,  , nvcc , 218.3680 , ms
src/forward/Kernel/attention_head.cu , cudafe++ , /tmp/tmpxft_0006caec_00000000-21_attention_head.cpp4.ii  , /tmp/tmpxft_0006caec_00000000-22_attention_head.cudafe1.cpp , compute_52 , nvcc , 793.7120 , ms
src/forward/Kernel/attention_head.cu , gcc (preprocessing 1) , src/forward/Kernel/attention_head.cu  , /tmp/tmpxft_0006caec_00000000-50_attention_head.cpp1.ii , compute_52 , nvcc , 154.9020 , ms
src/forward/Kernel/attention_head.cu , cicc ,  /tmp/tmpxft_0006caec_00000000-50_attention_head.cpp1.ii  , /tmp/tmpxft_0006caec_00000000-22_attention_head.ptx , compute_52 , nvcc , 726.0130 , ms
src/forward/Kernel/attention_head.cu , ptxas , /tmp/tmpxft_0006caec_00000000-22_attention_head.ptx  , /tmp/tmpxft_0006caec_00000000-51_attention_head.sm_52.cubin , sm_52 , nvcc , 134.1150 , ms
src/forward/Kernel/attention_head.cu , fatbinary , /tmp/tmpxft_0006caec_00000000-51_attention_head.sm_52.cubin /tmp/tmpxft_0006caec_00000000-22_attention_head.ptx  , /tmp/tmpxft_0006caec_00000000-19_attention_head.fatbin ,  , nvcc , 14.6810 , ms
src/forward/Kernel/attention_head.cu , gcc (compiling) ,   , /tmp/tmpxft_0006caec_00000000-52_attention_head.o , compute_52 , nvcc , 684.6540 , ms
src/forward/Kernel/interface.cu , gcc (preprocessing 4) , src/forward/Kernel/interface.cu  , /tmp/tmpxft_0006caec_00000000-25_interface.cpp4.ii ,  , nvcc , 172.9910 , ms
src/forward/Kernel/interface.cu , cudafe++ , /tmp/tmpxft_0006caec_00000000-25_interface.cpp4.ii  , /tmp/tmpxft_0006caec_00000000-26_interface.cudafe1.cpp , compute_52 , nvcc , 849.9240 , ms
src/forward/Kernel/interface.cu , gcc (preprocessing 1) , src/forward/Kernel/interface.cu  , /tmp/tmpxft_0006caec_00000000-53_interface.cpp1.ii , compute_52 , nvcc , 139.2100 , ms
src/forward/Kernel/interface.cu , cicc ,  /tmp/tmpxft_0006caec_00000000-53_interface.cpp1.ii  , /tmp/tmpxft_0006caec_00000000-26_interface.ptx , compute_52 , nvcc , 746.6520 , ms
src/forward/Kernel/interface.cu , ptxas , /tmp/tmpxft_0006caec_00000000-26_interface.ptx  , /tmp/tmpxft_0006caec_00000000-54_interface.sm_52.cubin , sm_52 , nvcc , 97.1140 , ms
src/forward/Kernel/interface.cu , fatbinary , /tmp/tmpxft_0006caec_00000000-54_interface.sm_52.cubin /tmp/tmpxft_0006caec_00000000-26_interface.ptx  , /tmp/tmpxft_0006caec_00000000-23_interface.fatbin ,  , nvcc , 13.6930 , ms
src/forward/Kernel/interface.cu , gcc (compiling) ,   , /tmp/tmpxft_0006caec_00000000-55_interface.o , compute_52 , nvcc , 701.1950 , ms
src/backpropagation/Kernel/interface_back.cu , gcc (preprocessing 4) , src/backpropagation/Kernel/interface_back.cu  , /tmp/tmpxft_0006caec_00000000-29_interface_back.cpp4.ii ,  , nvcc , 276.1250 , ms
src/backpropagation/Kernel/interface_back.cu , cudafe++ , /tmp/tmpxft_0006caec_00000000-29_interface_back.cpp4.ii  , /tmp/tmpxft_0006caec_00000000-30_interface_back.cudafe1.cpp , compute_52 , nvcc , 2228.5190 , ms
src/backpropagation/Kernel/interface_back.cu , gcc (preprocessing 1) , src/backpropagation/Kernel/interface_back.cu  , /tmp/tmpxft_0006caec_00000000-56_interface_back.cpp1.ii , compute_52 , nvcc , 266.6970 , ms
src/backpropagation/Kernel/interface_back.cu , cicc ,  /tmp/tmpxft_0006caec_00000000-56_interface_back.cpp1.ii  , /tmp/tmpxft_0006caec_00000000-30_interface_back.ptx , compute_52 , nvcc , 2537.3660 , ms
src/backpropagation/Kernel/interface_back.cu , ptxas , /tmp/tmpxft_0006caec_00000000-30_interface_back.ptx  , /tmp/tmpxft_0006caec_00000000-57_interface_back.sm_52.cubin , sm_52 , nvcc , 146.0960 , ms
src/backpropagation/Kernel/interface_back.cu , fatbinary , /tmp/tmpxft_0006caec_00000000-57_interface_back.sm_52.cubin /tmp/tmpxft_0006caec_00000000-30_interface_back.ptx  , /tmp/tmpxft_0006caec_00000000-27_interface_back.fatbin ,  , nvcc , 15.7440 , ms
src/backpropagation/Kernel/interface_back.cu , gcc (compiling) ,   , /tmp/tmpxft_0006caec_00000000-58_interface_back.o , compute_52 , nvcc , 2197.6570 , ms
src/backpropagation/Kernel/flash_attention.cu , gcc (preprocessing 4) , src/backpropagation/Kernel/flash_attention.cu  , /tmp/tmpxft_0006caec_00000000-33_flash_attention.cpp4.ii ,  , nvcc , 177.4230 , ms
src/backpropagation/Kernel/flash_attention.cu , cudafe++ , /tmp/tmpxft_0006caec_00000000-33_flash_attention.cpp4.ii  , /tmp/tmpxft_0006caec_00000000-34_flash_attention.cudafe1.cpp , compute_52 , nvcc , 803.8490 , ms
src/backpropagation/Kernel/flash_attention.cu , gcc (preprocessing 1) , src/backpropagation/Kernel/flash_attention.cu  , /tmp/tmpxft_0006caec_00000000-59_flash_attention.cpp1.ii , compute_52 , nvcc , 147.6710 , ms
src/backpropagation/Kernel/flash_attention.cu , cicc ,  /tmp/tmpxft_0006caec_00000000-59_flash_attention.cpp1.ii  , /tmp/tmpxft_0006caec_00000000-34_flash_attention.ptx , compute_52 , nvcc , 808.8820 , ms
src/backpropagation/Kernel/flash_attention.cu , ptxas , /tmp/tmpxft_0006caec_00000000-34_flash_attention.ptx  , /tmp/tmpxft_0006caec_00000000-60_flash_attention.sm_52.cubin , sm_52 , nvcc , 153.9340 , ms
src/backpropagation/Kernel/flash_attention.cu , fatbinary , /tmp/tmpxft_0006caec_00000000-60_flash_attention.sm_52.cubin /tmp/tmpxft_0006caec_00000000-34_flash_attention.ptx  , /tmp/tmpxft_0006caec_00000000-31_flash_attention.fatbin ,  , nvcc , 15.9550 , ms
src/backpropagation/Kernel/flash_attention.cu , gcc (compiling) ,   , /tmp/tmpxft_0006caec_00000000-61_flash_attention.o , compute_52 , nvcc , 752.7410 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , nvlink , /tmp/tmpxft_0006caec_00000000-37_main.o /tmp/tmpxft_0006caec_00000000-40_utils.o /tmp/tmpxft_0006caec_00000000-43_layer_norm.o /tmp/tmpxft_0006caec_00000000-46_embedding.o /tmp/tmpxft_0006caec_00000000-49_linear.o /tmp/tmpxft_0006caec_00000000-52_attention_head.o /tmp/tmpxft_0006caec_00000000-55_interface.o /tmp/tmpxft_0006caec_00000000-58_interface_back.o /tmp/tmpxft_0006caec_00000000-61_flash_attention.o  , /tmp/tmpxft_0006caec_00000000-62_attention_dlink.sm_52.cubin , sm_52 , nvcc , 5.3350 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , fatbinary , /tmp/tmpxft_0006caec_00000000-62_attention_dlink.sm_52.cubin  , /tmp/tmpxft_0006caec_00000000-36_attention_dlink.fatbin ,  , nvcc , 1.1240 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , gcc (compiling) , /usr/lib/nvidia-cuda-toolkit/bin/crt/link.stub  , /tmp/tmpxft_0006caec_00000000-63_attention_dlink.o ,  , nvcc , 13.9280 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , gcc (linking) , /tmp/tmpxft_0006caec_00000000-63_attention_dlink.o /tmp/tmpxft_0006caec_00000000-37_main.o /tmp/tmpxft_0006caec_00000000-40_utils.o /tmp/tmpxft_0006caec_00000000-43_layer_norm.o /tmp/tmpxft_0006caec_00000000-46_embedding.o /tmp/tmpxft_0006caec_00000000-49_linear.o /tmp/tmpxft_0006caec_00000000-52_attention_head.o /tmp/tmpxft_0006caec_00000000-55_interface.o /tmp/tmpxft_0006caec_00000000-58_interface_back.o /tmp/tmpxft_0006caec_00000000-61_flash_attention.o  , src/bin/attention ,  , nvcc , 98.6110 , ms
 , nvcc (driver) ,  , src/bin/attention ,  , nvcc , 4.4746 , ms
src/main.cpp , gcc (compiling) , src/main.cpp  , /tmp/tmpxft_0006cca1_00000000-37_main.o ,  , nvcc , 3336.2280 , ms
src/kernel/utils.cu , gcc (preprocessing 4) , src/kernel/utils.cu  , /tmp/tmpxft_0006cca1_00000000-5_utils.cpp4.ii ,  , nvcc , 167.7870 , ms
src/kernel/utils.cu , cudafe++ , /tmp/tmpxft_0006cca1_00000000-5_utils.cpp4.ii  , /tmp/tmpxft_0006cca1_00000000-6_utils.cudafe1.cpp , compute_52 , nvcc , 793.8300 , ms
src/kernel/utils.cu , gcc (preprocessing 1) , src/kernel/utils.cu  , /tmp/tmpxft_0006cca1_00000000-38_utils.cpp1.ii , compute_52 , nvcc , 149.1820 , ms
src/kernel/utils.cu , cicc ,  /tmp/tmpxft_0006cca1_00000000-38_utils.cpp1.ii  , /tmp/tmpxft_0006cca1_00000000-6_utils.ptx , compute_52 , nvcc , 769.9670 , ms
src/main.cpp , gcc (compiling) , src/main.cpp  , /tmp/tmpxft_0006ccb7_00000000-37_main.o ,  , nvcc , 3446.0310 , ms
src/kernel/utils.cu , ptxas , /tmp/tmpxft_0006cca1_00000000-6_utils.ptx  , /tmp/tmpxft_0006cca1_00000000-39_utils.sm_52.cubin , sm_52 , nvcc , 115.6640 , ms
src/kernel/utils.cu , fatbinary , /tmp/tmpxft_0006cca1_00000000-39_utils.sm_52.cubin /tmp/tmpxft_0006cca1_00000000-6_utils.ptx  , /tmp/tmpxft_0006cca1_00000000-3_utils.fatbin ,  , nvcc , 15.1710 , ms
src/kernel/utils.cu , gcc (preprocessing 4) , src/kernel/utils.cu  , /tmp/tmpxft_0006ccb7_00000000-5_utils.cpp4.ii ,  , nvcc , 165.7350 , ms
src/kernel/utils.cu , gcc (compiling) ,   , /tmp/tmpxft_0006cca1_00000000-40_utils.o , compute_52 , nvcc , 698.4610 , ms
src/forward/Kernel/layer_norm.cu , gcc (preprocessing 4) , src/forward/Kernel/layer_norm.cu  , /tmp/tmpxft_0006cca1_00000000-9_layer_norm.cpp4.ii ,  , nvcc , 186.7460 , ms
src/kernel/utils.cu , cudafe++ , /tmp/tmpxft_0006ccb7_00000000-5_utils.cpp4.ii  , /tmp/tmpxft_0006ccb7_00000000-6_utils.cudafe1.cpp , compute_52 , nvcc , 784.1100 , ms
src/kernel/utils.cu , gcc (preprocessing 1) , src/kernel/utils.cu  , /tmp/tmpxft_0006ccb7_00000000-38_utils.cpp1.ii , compute_52 , nvcc , 147.9170 , ms
src/forward/Kernel/layer_norm.cu , cudafe++ , /tmp/tmpxft_0006cca1_00000000-9_layer_norm.cpp4.ii  , /tmp/tmpxft_0006cca1_00000000-10_layer_norm.cudafe1.cpp , compute_52 , nvcc , 873.2120 , ms
src/kernel/utils.cu , cicc ,  /tmp/tmpxft_0006ccb7_00000000-38_utils.cpp1.ii  , /tmp/tmpxft_0006ccb7_00000000-6_utils.ptx , compute_52 , nvcc , 834.0540 , ms
src/forward/Kernel/layer_norm.cu , gcc (preprocessing 1) , src/forward/Kernel/layer_norm.cu  , /tmp/tmpxft_0006cca1_00000000-41_layer_norm.cpp1.ii , compute_52 , nvcc , 163.6970 , ms
src/kernel/utils.cu , ptxas , /tmp/tmpxft_0006ccb7_00000000-6_utils.ptx  , /tmp/tmpxft_0006ccb7_00000000-39_utils.sm_52.cubin , sm_52 , nvcc , 113.4980 , ms
src/kernel/utils.cu , fatbinary , /tmp/tmpxft_0006ccb7_00000000-39_utils.sm_52.cubin /tmp/tmpxft_0006ccb7_00000000-6_utils.ptx  , /tmp/tmpxft_0006ccb7_00000000-3_utils.fatbin ,  , nvcc , 16.9490 , ms
src/forward/Kernel/layer_norm.cu , cicc ,  /tmp/tmpxft_0006cca1_00000000-41_layer_norm.cpp1.ii  , /tmp/tmpxft_0006cca1_00000000-10_layer_norm.ptx , compute_52 , nvcc , 835.4740 , ms
src/kernel/utils.cu , gcc (compiling) ,   , /tmp/tmpxft_0006ccb7_00000000-40_utils.o , compute_52 , nvcc , 789.4310 , ms
src/forward/Kernel/layer_norm.cu , ptxas , /tmp/tmpxft_0006cca1_00000000-10_layer_norm.ptx  , /tmp/tmpxft_0006cca1_00000000-42_layer_norm.sm_52.cubin , sm_52 , nvcc , 134.1480 , ms
src/forward/Kernel/layer_norm.cu , fatbinary , /tmp/tmpxft_0006cca1_00000000-42_layer_norm.sm_52.cubin /tmp/tmpxft_0006cca1_00000000-10_layer_norm.ptx  , /tmp/tmpxft_0006cca1_00000000-7_layer_norm.fatbin ,  , nvcc , 17.2210 , ms
src/forward/Kernel/layer_norm.cu , gcc (preprocessing 4) , src/forward/Kernel/layer_norm.cu  , /tmp/tmpxft_0006ccb7_00000000-9_layer_norm.cpp4.ii ,  , nvcc , 182.0880 , ms
src/forward/Kernel/layer_norm.cu , gcc (compiling) ,   , /tmp/tmpxft_0006cca1_00000000-43_layer_norm.o , compute_52 , nvcc , 741.4460 , ms
src/forward/Kernel/layer_norm.cu , cudafe++ , /tmp/tmpxft_0006ccb7_00000000-9_layer_norm.cpp4.ii  , /tmp/tmpxft_0006ccb7_00000000-10_layer_norm.cudafe1.cpp , compute_52 , nvcc , 816.7400 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 4) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006cca1_00000000-13_embedding.cpp4.ii ,  , nvcc , 190.1830 , ms
src/forward/Kernel/layer_norm.cu , gcc (preprocessing 1) , src/forward/Kernel/layer_norm.cu  , /tmp/tmpxft_0006ccb7_00000000-41_layer_norm.cpp1.ii , compute_52 , nvcc , 166.0240 , ms
src/forward/Kernel/embedding.cu , cudafe++ , /tmp/tmpxft_0006cca1_00000000-13_embedding.cpp4.ii  , /tmp/tmpxft_0006cca1_00000000-14_embedding.cudafe1.cpp , compute_52 , nvcc , 859.9600 , ms
src/forward/Kernel/layer_norm.cu , cicc ,  /tmp/tmpxft_0006ccb7_00000000-41_layer_norm.cpp1.ii  , /tmp/tmpxft_0006ccb7_00000000-10_layer_norm.ptx , compute_52 , nvcc , 778.8620 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 1) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006cca1_00000000-44_embedding.cpp1.ii , compute_52 , nvcc , 157.5970 , ms
src/forward/Kernel/layer_norm.cu , ptxas , /tmp/tmpxft_0006ccb7_00000000-10_layer_norm.ptx  , /tmp/tmpxft_0006ccb7_00000000-42_layer_norm.sm_52.cubin , sm_52 , nvcc , 147.4130 , ms
src/forward/Kernel/layer_norm.cu , fatbinary , /tmp/tmpxft_0006ccb7_00000000-42_layer_norm.sm_52.cubin /tmp/tmpxft_0006ccb7_00000000-10_layer_norm.ptx  , /tmp/tmpxft_0006ccb7_00000000-7_layer_norm.fatbin ,  , nvcc , 15.2380 , ms
src/forward/Kernel/embedding.cu , cicc ,  /tmp/tmpxft_0006cca1_00000000-44_embedding.cpp1.ii  , /tmp/tmpxft_0006cca1_00000000-14_embedding.ptx , compute_52 , nvcc , 735.5330 , ms
src/forward/Kernel/layer_norm.cu , gcc (compiling) ,   , /tmp/tmpxft_0006ccb7_00000000-43_layer_norm.o , compute_52 , nvcc , 672.7000 , ms
src/forward/Kernel/embedding.cu , ptxas , /tmp/tmpxft_0006cca1_00000000-14_embedding.ptx  , /tmp/tmpxft_0006cca1_00000000-45_embedding.sm_52.cubin , sm_52 , nvcc , 116.6890 , ms
src/forward/Kernel/embedding.cu , fatbinary , /tmp/tmpxft_0006cca1_00000000-45_embedding.sm_52.cubin /tmp/tmpxft_0006cca1_00000000-14_embedding.ptx  , /tmp/tmpxft_0006cca1_00000000-11_embedding.fatbin ,  , nvcc , 15.4700 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 4) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006ccb7_00000000-13_embedding.cpp4.ii ,  , nvcc , 188.1180 , ms
src/forward/Kernel/embedding.cu , gcc (compiling) ,   , /tmp/tmpxft_0006cca1_00000000-46_embedding.o , compute_52 , nvcc , 769.4300 , ms
src/forward/Kernel/embedding.cu , cudafe++ , /tmp/tmpxft_0006ccb7_00000000-13_embedding.cpp4.ii  , /tmp/tmpxft_0006ccb7_00000000-14_embedding.cudafe1.cpp , compute_52 , nvcc , 872.9480 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 4) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006cca1_00000000-17_linear.cpp4.ii ,  , nvcc , 192.0980 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 1) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006ccb7_00000000-44_embedding.cpp1.ii , compute_52 , nvcc , 171.5480 , ms
src/forward/Kernel/linear.cu , cudafe++ , /tmp/tmpxft_0006cca1_00000000-17_linear.cpp4.ii  , /tmp/tmpxft_0006cca1_00000000-18_linear.cudafe1.cpp , compute_52 , nvcc , 850.4420 , ms
src/forward/Kernel/embedding.cu , cicc ,  /tmp/tmpxft_0006ccb7_00000000-44_embedding.cpp1.ii  , /tmp/tmpxft_0006ccb7_00000000-14_embedding.ptx , compute_52 , nvcc , 810.5960 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 1) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006cca1_00000000-47_linear.cpp1.ii , compute_52 , nvcc , 148.9840 , ms
src/forward/Kernel/embedding.cu , ptxas , /tmp/tmpxft_0006ccb7_00000000-14_embedding.ptx  , /tmp/tmpxft_0006ccb7_00000000-45_embedding.sm_52.cubin , sm_52 , nvcc , 125.1990 , ms
src/forward/Kernel/embedding.cu , fatbinary , /tmp/tmpxft_0006ccb7_00000000-45_embedding.sm_52.cubin /tmp/tmpxft_0006ccb7_00000000-14_embedding.ptx  , /tmp/tmpxft_0006ccb7_00000000-11_embedding.fatbin ,  , nvcc , 15.3150 , ms
src/forward/Kernel/linear.cu , cicc ,  /tmp/tmpxft_0006cca1_00000000-47_linear.cpp1.ii  , /tmp/tmpxft_0006cca1_00000000-18_linear.ptx , compute_52 , nvcc , 836.8810 , ms
src/forward/Kernel/embedding.cu , gcc (compiling) ,   , /tmp/tmpxft_0006ccb7_00000000-46_embedding.o , compute_52 , nvcc , 759.5870 , ms
src/forward/Kernel/linear.cu , ptxas , /tmp/tmpxft_0006cca1_00000000-18_linear.ptx  , /tmp/tmpxft_0006cca1_00000000-48_linear.sm_52.cubin , sm_52 , nvcc , 136.8500 , ms
src/forward/Kernel/linear.cu , fatbinary , /tmp/tmpxft_0006cca1_00000000-48_linear.sm_52.cubin /tmp/tmpxft_0006cca1_00000000-18_linear.ptx  , /tmp/tmpxft_0006cca1_00000000-15_linear.fatbin ,  , nvcc , 16.6290 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 4) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006ccb7_00000000-17_linear.cpp4.ii ,  , nvcc , 193.9390 , ms
src/forward/Kernel/linear.cu , gcc (compiling) ,   , /tmp/tmpxft_0006cca1_00000000-49_linear.o , compute_52 , nvcc , 768.2120 , ms
src/forward/Kernel/linear.cu , cudafe++ , /tmp/tmpxft_0006ccb7_00000000-17_linear.cpp4.ii  , /tmp/tmpxft_0006ccb7_00000000-18_linear.cudafe1.cpp , compute_52 , nvcc , 871.8520 , ms
src/forward/Kernel/attention_head.cu , gcc (preprocessing 4) , src/forward/Kernel/attention_head.cu  , /tmp/tmpxft_0006cca1_00000000-21_attention_head.cpp4.ii ,  , nvcc , 189.1140 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 1) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006ccb7_00000000-47_linear.cpp1.ii , compute_52 , nvcc , 168.7510 , ms
src/forward/Kernel/attention_head.cu , cudafe++ , /tmp/tmpxft_0006cca1_00000000-21_attention_head.cpp4.ii  , /tmp/tmpxft_0006cca1_00000000-22_attention_head.cudafe1.cpp , compute_52 , nvcc , 827.5800 , ms
src/forward/Kernel/linear.cu , cicc ,  /tmp/tmpxft_0006ccb7_00000000-47_linear.cpp1.ii  , /tmp/tmpxft_0006ccb7_00000000-18_linear.ptx , compute_52 , nvcc , 832.8830 , ms
src/forward/Kernel/attention_head.cu , gcc (preprocessing 1) , src/forward/Kernel/attention_head.cu  , /tmp/tmpxft_0006cca1_00000000-50_attention_head.cpp1.ii , compute_52 , nvcc , 155.6520 , ms
src/forward/Kernel/linear.cu , ptxas , /tmp/tmpxft_0006ccb7_00000000-18_linear.ptx  , /tmp/tmpxft_0006ccb7_00000000-48_linear.sm_52.cubin , sm_52 , nvcc , 132.0440 , ms
